	Gene.symbol	baseMean	logFC	lfcSE	stat	pvalue	adj.P.Val	abundance.1	abundance.2
1	Streptococcus mitis	2678.59979348107	0.276511051939876	0.595617127637112	0.464242949219459	0.642473693175931	0.889613528843607	0.00520414594230769	0.00179571878571429
2	Streptococcus oralis	965.605789887503	-0.938087558310776	0.484474839403102	-1.93629778476535	0.0528312399621254	0.348688064646233	0.0100982878076923	0.00167426207142857
3	Streptococcus anginosus	1022.02729097993	-0.0533756064927837	0.408486951148399	-0.130666613321983	0.896039044558639	0.972032349348576	0.00687654486538462	0.00133028625
4	Streptococcus intermedius	588.806285579744	-0.526721734835995	0.421019648392076	-1.25106212227293	0.210911813528089	0.603078555571282	0.00206904396153846	0.000661086821428571
5	Streptococcus constellatus	242.099643584544	0.36112046250659	0.611361568252037	0.59068230857082	0.55473330392546	0.850245545126916	0.000317550538461538	0.000144916092857143
6	Streptococcus pneumoniae	964.421299832884	-0.0204332875068928	0.538565537912557	-0.037940206100247	0.969735356279898	0.988669370490778	0.00161482936538462	0.00067174925
7	Streptococcus sp. ChDC B345	389.329768959976	0.937466378766619	0.613246841251599	1.52869336734504	0.126340477343063	0.497096670790984	0.000605716653846154	0.000415549575
8	Streptococcus sp. oral taxon 431	743.640772882617	-0.518576956509613	0.585762746956789	-0.885302042855703	0.375993748484611	0.749384751338918	0.00446765219230769	0.00279113175
9	Streptococcus milleri	535.631249994368	-1.41377126725187	0.489572469905036	-2.88776709100106	0.0038798704723743	0.0866425062542481	0.00276785107692308	0.000575905785714286
10	Streptococcus pseudopneumoniae	220.954611543767	0.0365425400730529	0.604520619951897	0.0604487901106842	0.951798200784949	0.983922530935609	0.000376029884615385	0.000146312735714286
11	Streptococcus sp. NPS 308	269.419545359749	0.26451377384527	0.593937971201358	0.445355890128119	0.656062583700515	0.894072558843082	0.000659294019230769	0.000247484778571429
12	Streptococcus pyogenes	1751.61483930031	0.17072748956174	0.3809833548466	0.448123224780993	0.654064267525137	0.892354508510407	0.00270826053846154	0.00139764389285714
13	Streptococcus gordonii	231.424113065181	-0.0886937092402612	0.501637755591304	-0.176808280978998	0.859658984256222	0.959122147580592	0.000324023076923077	0.000559739767857143
14	Streptococcus sp. oral taxon 064	101.747250924998	-1.74490157346883	0.547088806712647	-3.18943022057719	0.00142553550026319	0.0544729703199041	0.000404605365384615	0.000140541753571429
15	Streptococcus sp. KCOM 2412	120.89012703386	-1.46513896805817	0.49585647934366	-2.95476418901998	0.00312908118278914	0.077344394034756	0.000473428211538462	9.21090607142857e-05
